States/UTs,Crime Head,Year,Cases pending investigation from previous year,Cases reported Under 156_3 during the year,Cases reported in Police Stations during the year,Cases reported during the year,No of victims in the registered cases,No of cases withdrawn by the Govt during investigation,Cases not investigated Under 157_1_b CRPC,Cases transferred to other Police Station or Magistrate,Cases ended as final report false,Cases ended as mistake of fact or of law,Cases in ended as final report as Non Cognizable Submitted,Cases Chargesheeted Out of Cases During the Year,Cases Chargesheeted Out of Cases from Previous Year,Cases Chargesheeted,Cases Not Chargesheeted but final report Submitted,Total cases Investigated,Cases pending investigation at the end of the year,Cases pending trial from the previous year,Cases sent for trial during the year,Cases withdrawn by the Govt,Cases disposed off by Plea Bargaining,Cases for Trial during the year,Cases compounded or withdrawn,Cases in which trials were completed,Cases  convicted Out of Cases During the Year,Cases  convicted Out of Cases from Previous Year,Cases convicted,Cases Acquitted Out of Cases During the Year,Cases Acquitted Out of Cases from Previous Year,Cases Acquitted or Discharged,Cases Pending Trial at the end of the year
West Bengal,14.4 - Under ITP Section 8,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
West Bengal,14.5 - Other Sections under ITP Act,2014,94,0,51,51,85,0,0,0,0,0,1,32,61,93,4,98,47,126,93,0,0,219,0,30,3,7,10,4,16,20,189
West Bengal,15 - Total Crimes against Women,2014,18310,7754,30545,38299,38464,0,0,146,0,0,61,22913,12374,35287,1377,36725,19738,179284,35287,0,0,214571,141,8660,148,274,422,1109,7129,8238,205770
A & N Islands,1 - Rape (Section 376 IPC),2014,4,0,32,32,32,0,0,0,0,0,0,26,4,30,1,31,5,107,30,0,0,137,0,23,0,3,3,1,19,20,114
A & N Islands,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,1.2 - Rape other than Custodial,2014,4,0,32,32,32,0,0,0,0,0,0,26,4,30,1,31,5,107,30,0,0,137,0,23,0,3,3,1,19,20,114
A & N Islands,1.2.1 - Rape_Gang Rape,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
A & N Islands,1.2.2 - Rape_Others,2014,4,0,31,31,31,0,0,0,0,0,0,25,4,29,1,30,5,107,29,0,0,136,0,23,0,3,3,1,19,20,113
A & N Islands,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,3,0,17,17,27,0,0,0,0,5,0,7,1,8,7,20,0,53,8,0,0,61,0,14,0,0,0,0,14,14,47
A & N Islands,3.1 - Kidnaping & Abduction Section 363 IPC,2014,1,0,11,11,13,0,0,0,0,4,0,4,1,5,3,12,0,40,5,0,0,45,0,13,0,0,0,0,13,13,32
A & N Islands,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,3.5 - Kidnapping & Abduction of Women-Other,2014,2,0,6,6,14,0,0,0,0,1,0,3,0,3,4,8,0,13,3,0,0,16,0,1,0,0,0,0,1,1,15
A & N Islands,4 - Dowry Deaths (Section 304-B IPC),2014,1,0,3,3,3,0,0,0,0,0,0,1,1,2,0,2,2,7,2,0,0,9,0,0,0,0,0,0,0,0,9
A & N Islands,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,10,0,41,41,41,0,0,0,0,0,0,32,10,42,0,42,9,245,42,0,0,287,0,45,1,8,9,0,36,36,242
A & N Islands,5.1 - Sexual Harassment,2014,5,0,18,18,18,0,0,0,0,0,0,15,5,20,0,20,3,55,20,0,0,75,0,16,1,0,1,0,15,15,59
A & N Islands,5.2 - Assault on women with intent to Disrobe,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,1,0,1,1,0,0,0,2
A & N Islands,5.3 - Voyeurism,2014,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,5.4 - Stalking,2014,0,0,4,4,4,0,0,0,0,0,0,1,0,1,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1
A & N Islands,5.5 - Others,2014,5,0,17,17,17,0,0,0,0,0,0,16,5,21,0,21,1,187,21,0,0,208,0,28,0,7,7,0,21,21,180
A & N Islands,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,1,0,5,5,5,0,0,0,0,0,1,4,1,5,0,6,0,44,5,0,0,49,0,25,0,0,0,1,24,25,24
A & N Islands,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,6.4 - in Other Places,2014,1,0,5,5,5,0,0,0,0,0,1,4,1,5,0,6,0,44,5,0,0,49,0,25,0,0,0,1,24,25,24
A & N Islands,7 - Cruelty by Husband or his Relatives (Section 498A),2014,3,3,11,14,14,0,0,0,0,0,0,5,3,8,4,12,5,68,8,0,0,76,0,19,0,0,0,2,17,19,57
A & N Islands,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,8,2,0,0,10,0,0,0,0,0,0,0,0,10
A & N Islands,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
A & N Islands,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,14.1 - Under ITP Section 5,2014,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A & N Islands,15 - Total Crimes against Women,2014,22,3,112,115,126,0,0,0,0,5,1,77,20,97,12,115,22,533,97,0,0,630,0,126,1,11,12,4,110,114,504
Chandigarh,1 - Rape (Section 376 IPC),2014,19,1,58,59,59,0,0,0,0,1,0,21,26,47,1,49,29,33,47,0,0,80,0,37,3,9,12,6,19,25,43
Chandigarh,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,1.2 - Rape other than Custodial,2014,19,1,58,59,59,0,0,0,0,1,0,21,26,47,1,49,29,33,47,0,0,80,0,37,3,9,12,6,19,25,43
Chandigarh,1.2.1 - Rape_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,1.2.2 - Rape_Others,2014,19,1,58,59,59,0,0,0,0,1,0,21,26,47,1,49,29,33,47,0,0,80,0,37,3,9,12,6,19,25,43
Chandigarh,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,5,0,6,6,6,0,0,0,0,2,0,3,1,4,1,7,4,6,4,0,0,10,0,3,0,2,2,1,0,1,7
Chandigarh,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,96,0,133,133,138,0,0,0,0,87,0,19,34,53,12,152,77,76,53,0,0,129,0,44,0,7,7,10,27,37,85
Chandigarh,3.1 - Kidnaping & Abduction Section 363 IPC,2014,15,0,84,84,86,0,0,0,0,48,0,3,7,10,4,62,37,36,10,0,0,46,0,30,0,4,4,2,24,26,16
Chandigarh,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,71,0,43,43,43,0,0,0,0,39,0,10,23,33,6,78,36,36,33,0,0,69,0,12,0,3,3,8,1,9,57
Chandigarh,3.5 - Kidnapping & Abduction of Women-Other,2014,10,0,6,6,9,0,0,0,0,0,0,6,4,10,2,12,4,4,10,0,0,14,0,2,0,0,0,0,2,2,12
Chandigarh,4 - Dowry Deaths (Section 304-B IPC),2014,1,0,2,2,2,0,0,0,0,0,0,2,1,3,0,3,0,2,3,0,0,5,0,3,0,2,2,0,1,1,2
Chandigarh,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,53,1,86,87,87,0,0,0,0,15,0,43,42,85,6,106,34,129,85,0,0,214,0,74,6,19,25,9,40,49,140
Chandigarh,5.1 - Sexual Harassment,2014,4,1,30,31,31,0,0,0,0,1,0,14,9,23,0,24,11,27,23,0,0,50,0,24,3,6,9,4,11,15,26
Chandigarh,5.2 - Assault on women with intent to Disrobe,2014,0,0,3,3,3,0,0,0,0,0,0,2,0,2,0,2,1,4,2,0,0,6,0,4,0,2,2,0,2,2,2
Chandigarh,5.3 - Voyeurism,2014,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Chandigarh,5.4 - Stalking,2014,2,0,10,10,10,0,0,0,0,0,0,7,1,8,0,8,4,8,8,0,0,16,0,7,1,1,2,1,4,5,9
Chandigarh,5.5 - Others,2014,47,0,41,41,41,0,0,0,0,14,0,18,32,50,6,70,18,90,50,0,0,140,0,39,2,10,12,4,23,27,101
Chandigarh,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,12,0,2,2,2,0,0,0,0,2,0,1,7,8,2,12,2,41,8,0,0,49,0,18,0,6,6,0,12,12,31
Chandigarh,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Chandigarh,6.2 - Other places related to work,2014,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,1,5,3,0,0,8,0,4,0,1,1,0,3,3,4
Chandigarh,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,6.4 - in Other Places,2014,8,0,2,2,2,0,0,0,0,2,0,1,4,5,2,9,1,35,5,0,0,40,0,14,0,5,5,0,9,9,26
Chandigarh,7 - Cruelty by Husband or his Relatives (Section 498A),2014,102,3,138,141,141,0,0,0,0,26,0,29,33,62,2,90,153,237,62,0,0,299,0,58,0,11,11,0,47,47,241
Chandigarh,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"10 - Dowry Prohibition Act, 1961",2014,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,15 - Total Crimes against Women,2014,290,5,427,432,437,0,0,0,0,134,0,118,144,262,24,420,302,524,262,0,0,786,0,237,9,56,65,26,146,172,549
D&N Haveli,1 - Rape (Section 376 IPC),2014,3,0,5,5,5,0,0,0,0,0,0,5,3,8,0,8,0,13,8,0,0,21,0,3,0,0,0,0,3,3,18
D&N Haveli,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,1.2 - Rape other than Custodial,2014,3,0,5,5,5,0,0,0,0,0,0,5,3,8,0,8,0,13,8,0,0,21,0,3,0,0,0,0,3,3,18
D&N Haveli,1.2.1 - Rape_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,1.2.2 - Rape_Others,2014,3,0,5,5,5,0,0,0,0,0,0,5,3,8,0,8,0,13,8,0,0,21,0,3,0,0,0,0,3,3,18
D&N Haveli,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,5,0,7,7,7,0,0,0,0,2,0,3,0,3,1,6,6,31,3,0,0,34,0,1,0,0,0,0,1,1,33
D&N Haveli,3.1 - Kidnaping & Abduction Section 363 IPC,2014,5,0,7,7,7,0,0,0,0,2,0,3,0,3,1,6,6,31,3,0,0,34,0,1,0,0,0,0,1,1,33
D&N Haveli,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,3.5 - Kidnapping & Abduction of Women-Other,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,4 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2
D&N Haveli,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,1,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,1,24,2,0,0,26,0,0,0,0,0,0,0,0,26
D&N Haveli,5.1 - Sexual Harassment,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.2 - Assault on women with intent to Disrobe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.4 - Stalking,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,5.5 - Others,2014,1,0,2,2,2,0,0,0,0,0,0,2,0,2,0,2,1,24,2,0,0,26,0,0,0,0,0,0,0,0,26
D&N Haveli,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,4,0,0,0,0,0,0,0,0,4
D&N Haveli,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,6.2 - Other places related to work,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,6.3 - In Public Transport system,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,6.4 - in Other Places,2014,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,3,1,0,0,4,0,0,0,0,0,0,0,0,4
D&N Haveli,7 - Cruelty by Husband or his Relatives (Section 498A),2014,4,1,5,6,6,0,0,0,0,0,0,2,0,2,1,3,7,17,2,0,0,19,0,2,0,0,0,0,2,2,17
D&N Haveli,8 - Importation of Girls from Foreign Country (Section 366B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,9 - Abetment of Suicides of Women u/s 306 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"10 - Dowry Prohibition Act, 1961",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
D&N Haveli,"11 - Indecent Representation of Women (Prohibition) Act, 1986",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,12 - Commission of Sati Prevention Act 1987,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,"13 - Protection of Women from Domestic Violence Act, 2005",2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14 - Immoral Traffic (Prevention) Act (Women Cases only),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.1 - Under ITP Section 5,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.2 - Under ITP Section 6,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.3 - Under ITP Section 7,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.4 - Under ITP Section 8,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,14.5 - Other Sections under ITP Act,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,15 - Total Crimes against Women,2014,13,1,20,21,21,0,0,0,0,2,0,13,3,16,2,20,14,91,16,0,0,107,0,6,0,0,0,0,6,6,101
Daman & Diu,1 - Rape (Section 376 IPC),2014,1,0,2,2,2,0,0,0,0,0,0,2,1,3,0,3,0,11,3,0,0,14,0,3,0,1,1,0,2,2,11
Daman & Diu,1.1 - Custodial Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,1.1.1 - Custodial_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,1.1.2 - Custodial_Other Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,1.2 - Rape other than Custodial,2014,1,0,2,2,2,0,0,0,0,0,0,2,1,3,0,3,0,11,3,0,0,14,0,3,0,1,1,0,2,2,11
Daman & Diu,1.2.1 - Rape_Gang Rape,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,1.2.2 - Rape_Others,2014,1,0,2,2,2,0,0,0,0,0,0,2,1,3,0,3,0,11,3,0,0,14,0,3,0,1,1,0,2,2,11
Daman & Diu,2 - Attempt to commit Rape (Section 376 & 511 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",2014,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,3.1 - Kidnaping & Abduction Section 363 IPC,2014,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,3.3 - Kidnapping for Ransom Section 364A,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,3.4 - Kidnapping & Abduction of Women to compel her for marriage,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,3.5 - Kidnapping & Abduction of Women-Other,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,4 - Dowry Deaths (Section 304-B IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),2014,2,0,3,3,3,0,0,0,0,0,0,2,0,2,0,2,3,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Daman & Diu,5.1 - Sexual Harassment,2014,2,0,3,3,3,0,0,0,0,0,0,2,0,2,0,2,3,0,2,0,0,2,0,0,0,0,0,0,0,0,2
Daman & Diu,5.2 - Assault on women with intent to Disrobe,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5.3 - Voyeurism,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5.4 - Stalking,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,5.5 - Others,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,6.1 - At Office premises,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
